Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
cars[a61],42.4306,44.0442,45.7192,47.4579,49.2624,51.1765,52.987,54.9446,57.2714,59.5385,61.6496,64.0602,66.4848,68.7021,71.5512,74.2723,77.0969,80.0288,83.0723,86.2316,89.511,92.9151,96.4486,100.117,103.924,107.876,111.979,116.237,120.658,125.246,130.009
cars[a62],33.9398,35.2305,36.5704,37.9611,39.4045,40.9356,42.3838,43.9497,45.8108,47.6243,49.3129,51.2412,53.1806,54.9542,57.2332,59.4097,61.6691,64.0144,66.4488,68.9759,71.599,74.3219,77.1484,80.0823,83.1278,86.2892,89.5707,92.9771,96.513,100.183,103.993
cars[a63],33.9523,35.2435,36.5838,37.9751,39.4191,40.9507,42.3995,43.9659,45.8277,47.6419,49.3311,51.2601,53.2002,54.9745,57.2543,59.4316,61.6918,64.038,66.4733,69.0013,71.6254,74.3493,77.1768,80.1118,83.1585,86.321,89.6038,93.0114,96.5486,100.22,104.032
cars[a64],33.9381,35.2287,36.5685,37.9592,39.4025,40.9335,42.3816,43.9474,45.8085,47.6218,49.3104,51.2385,53.1778,54.9514,57.2302,59.4067,61.6659,64.011,66.4454,68.9723,71.5953,74.318,77.1444,80.0782,83.1235,86.2847,89.5661,92.9723,96.508,100.178,103.988
cars[a65],33.942,35.2328,36.5727,37.9635,39.407,40.9382,42.3865,43.9524,45.8137,47.6273,49.316,51.2444,53.1839,54.9577,57.2368,59.4135,61.673,64.0184,66.453,68.9802,71.6035,74.3266,77.1532,80.0874,83.1331,86.2946,89.5764,92.983,96.5191,100.19,104
cars[a66],50.9091,52.8452,54.8549,56.941,59.1061,61.4027,63.575,65.9237,68.7155,71.4357,73.9685,76.8609,79.7699,82.4304,85.8488,89.1136,92.5026,96.0204,99.6721,103.463,107.397,111.482,115.721,120.122,124.69,129.432,134.355,139.464,144.768,150.273,155.988
cars[a67],93.3327,96.8821,100.567,104.391,108.36,112.571,116.553,120.859,125.977,130.964,135.608,140.911,146.244,151.121,157.388,163.374,169.587,176.036,182.731,189.68,196.893,204.381,212.154,220.222,228.597,237.291,246.315,255.682,265.406,275.499,285.976
cars[a68],84.848,88.0748,91.4243,94.9011,98.5096,102.337,105.958,109.872,114.525,119.059,123.28,128.101,132.949,137.383,143.08,148.522,154.17,160.033,166.119,172.437,178.994,185.801,192.867,200.202,207.816,215.719,223.923,232.439,241.278,250.454,259.979
cars[a69],42.4246,44.038,45.7127,47.4512,49.2555,51.1692,52.9795,54.9368,57.2633,59.5301,61.6409,64.0512,66.4754,68.6925,71.5411,74.2618,77.086,80.0176,83.0606,86.2194,89.4983,92.902,96.435,100.102,103.909,107.861,111.963,116.221,120.641,125.229,129.991
cars[a70],93.3349,96.8844,100.569,104.394,108.363,112.573,116.556,120.862,125.98,130.967,135.611,140.914,146.247,151.125,157.392,163.377,169.591,176.04,182.735,189.684,196.898,204.386,212.159,220.227,228.603,237.296,246.321,255.688,265.412,275.506,285.983
cars[a71],59.383,61.6414,63.9856,66.4189,68.9444,71.6232,74.1571,76.8968,80.1532,83.3262,86.2807,89.6545,93.0477,96.151,100.138,103.947,107.9,112.003,116.263,120.684,125.274,130.038,134.983,140.117,145.445,150.976,156.718,162.678,168.865,175.287,181.953
cars[a72],42.418,44.0311,45.7056,47.4438,49.2478,51.1613,52.9713,54.9282,57.2544,59.5208,61.6313,64.0412,66.465,68.6817,71.53,74.2502,77.074,80.0051,83.0477,86.206,89.4844,92.8875,96.42,100.087,103.893,107.844,111.945,116.203,120.622,125.209,129.971
cars[a73],42.4122,44.0252,45.6994,47.4374,49.2411,51.1543,52.9641,54.9208,57.2466,59.5128,61.6229,64.0325,66.456,68.6725,71.5203,74.2402,77.0635,79.9943,83.0364,86.1943,89.4723,92.8749,96.4069,100.073,103.879,107.83,111.93,116.187,120.606,125.192,129.953
cars[a74],42.4326,44.0463,45.7214,47.4602,49.2648,51.1789,52.9896,54.9472,57.2741,59.5414,61.6526,64.0633,66.488,68.7055,71.5547,74.2759,77.1006,80.0327,83.0764,86.2358,89.5153,92.9196,96.4533,100.121,103.929,107.881,111.984,116.243,120.664,125.252,130.016
cars[a75],42.4247,44.0381,45.7129,47.4513,49.2556,51.1694,52.9797,54.937,57.2634,59.5303,61.641,64.0514,66.4756,68.6926,71.5413,74.262,77.0862,80.0178,83.0609,86.2197,89.4986,92.9022,96.4353,100.103,103.91,107.861,111.963,116.221,120.641,125.229,129.991
cars[a76],42.42,44.0332,45.7078,47.4461,49.2501,51.1637,52.9738,54.9309,57.2571,59.5237,61.6342,64.0443,66.4682,68.6851,71.5334,74.2538,77.0777,80.0089,83.0517,86.2101,89.4887,92.8919,96.4246,100.092,103.898,107.849,111.951,116.208,120.628,125.215,129.977
cars[a77],42.4226,44.036,45.7107,47.449,49.2532,51.1669,52.9771,54.9343,57.2607,59.5274,61.6381,64.0483,66.4724,68.6893,71.5379,74.2584,77.0825,80.0139,83.0568,86.2155,89.4943,92.8977,96.4306,100.098,103.905,107.856,111.958,116.216,120.635,125.223,129.985
cars[a78],42.4422,44.0563,45.7317,47.4709,49.2759,51.1905,53.0015,54.9596,57.2871,59.5548,61.6665,64.0778,66.503,68.721,71.5708,74.2927,77.118,80.0508,83.0951,86.2552,89.5355,92.9405,96.475,100.144,103.952,107.906,112.009,116.269,120.691,125.281,130.045
cars[a79],42.4222,44.0355,45.7101,47.4485,49.2526,51.1663,52.9765,54.9337,57.26,59.5267,61.6374,64.0476,66.4716,68.6886,71.537,74.2576,77.0816,80.013,83.0559,86.2145,89.4932,92.8967,96.4295,100.097,103.903,107.855,111.957,116.214,120.634,125.222,129.984
cars[a80],42.4229,44.0362,45.7109,47.4493,49.2535,51.1672,52.9774,54.9346,57.261,59.5277,61.6384,64.0486,66.4727,68.6897,71.5382,74.2588,77.0829,80.0143,83.0573,86.2159,89.4947,92.8982,96.4311,100.098,103.905,107.857,111.958,116.216,120.636,125.224,129.986
cars[a81],33.9334,35.2239,36.5634,37.9539,39.3971,40.9278,42.3758,43.9413,45.8021,47.6153,49.3036,51.2315,53.1705,54.9438,57.2223,59.3984,61.6574,64.0022,66.4362,68.9628,71.5854,74.3078,77.1337,80.0671,83.112,86.2728,89.5537,92.9595,96.4947,100.164,103.974
cars[a82],42.4345,44.0483,45.7235,47.4623,49.267,51.1813,52.992,54.9497,57.2767,59.5441,61.6554,64.0662,66.491,68.7086,71.5579,74.2793,77.1041,80.0364,83.0801,86.2397,89.5194,92.9238,96.4577,100.126,103.934,107.886,111.989,116.248,120.669,125.258,130.022
cars[a83],424.242,440.376,457.124,474.508,492.551,511.688,529.791,549.364,572.628,595.297,616.404,640.507,664.749,686.919,715.406,742.612,770.854,800.169,830.6,862.187,894.976,929.012,964.342,1001.02,1039.08,1078.6,1119.62,1162.2,1206.4,1252.28,1299.9
cars[a84],42.4192,44.0324,45.7069,47.4452,49.2492,51.1627,52.9728,54.9298,57.256,59.5225,61.633,64.0431,66.4669,68.6837,71.532,74.2524,77.0762,80.0074,83.0501,86.2085,89.487,92.8901,96.4227,100.09,103.896,107.847,111.949,116.206,120.625,125.213,129.975
cars[a85],212.143,220.211,228.585,237.278,246.3,255.87,264.923,274.71,286.343,297.679,308.233,320.286,332.408,343.495,357.739,371.344,385.466,400.125,415.342,431.138,447.534,464.553,482.22,500.559,519.595,539.356,559.867,581.159,603.26,626.202,650.017
cars[a86],161.209,167.339,173.703,180.309,187.165,194.437,201.316,208.754,217.594,226.208,234.228,243.387,252.599,261.024,271.848,282.187,292.918,304.058,315.621,327.624,340.084,353.017,366.442,380.378,394.844,409.86,425.447,441.626,458.421,475.855,493.952
cars[a87],59.3956,61.6544,63.9991,66.433,68.9591,71.6384,74.1729,76.9131,80.1702,83.3439,86.299,89.6735,93.0675,96.1714,100.16,103.969,107.923,112.027,116.287,120.71,125.3,130.065,135.012,140.146,145.476,151.008,156.751,162.713,168.9,175.324,181.991
cars[a88],84.8389,88.0653,91.4144,94.8909,98.4989,102.326,105.946,109.86,114.513,119.046,123.267,128.087,132.935,137.368,143.065,148.506,154.153,160.016,166.101,172.418,178.975,185.781,192.847,200.181,207.793,215.696,223.899,232.413,241.252,250.427,259.951
cars[a89],50.8996,52.8353,54.8446,56.9303,59.095,61.3911,63.5631,65.9113,68.7026,71.4222,73.9546,76.8465,79.7549,82.4149,85.8326,89.0968,92.4852,96.0024,99.6533,103.443,107.377,111.461,115.699,120.1,124.667,129.408,134.329,139.438,144.741,150.245,155.959
cars[a90],42.4161,44.0292,45.7036,47.4417,49.2456,51.159,52.969,54.9259,57.2519,59.5183,61.6286,64.0384,66.4622,68.6788,71.5269,74.247,77.0706,80.0016,83.0441,86.2022,89.4805,92.8834,96.4158,100.082,103.889,107.839,111.941,116.198,120.617,125.204,129.965
cars[a91],42.4355,44.0494,45.7246,47.4635,49.2682,51.1825,52.9932,54.951,57.2781,59.5455,61.6568,64.0678,66.4926,68.7102,71.5596,74.281,77.1059,80.0383,83.0821,86.2417,89.5215,92.926,96.4599,100.128,103.936,107.889,111.992,116.251,120.672,125.261,130.025
cars[a92],398.771,413.937,429.679,446.019,462.978,480.967,497.983,516.381,538.248,559.556,579.396,602.052,624.838,645.677,672.453,698.027,724.573,752.128,780.732,810.423,841.243,873.235,906.444,940.916,976.699,1013.84,1052.4,1092.42,1133.97,1177.09,1221.86
cars[a93],127.271,132.111,137.135,142.35,147.763,153.504,158.935,164.807,171.786,178.586,184.919,192.149,199.422,206.073,214.619,222.781,231.253,240.047,249.176,258.653,268.489,278.7,289.299,300.301,311.721,323.576,335.881,348.655,361.914,375.678,389.965
cars[a94],212.129,220.196,228.57,237.262,246.284,255.853,264.905,274.692,286.324,297.659,308.213,320.265,332.386,343.472,357.715,371.319,385.441,400.099,415.315,431.109,447.504,464.522,482.188,500.526,519.561,539.32,559.83,581.12,603.22,626.161,649.973
cars[a95],212.132,220.199,228.573,237.266,246.288,255.857,264.909,274.696,286.329,297.663,308.217,320.27,332.391,343.477,357.721,371.325,385.446,400.105,415.321,431.115,447.511,464.529,482.195,500.533,519.569,539.328,559.838,581.129,603.229,626.17,649.983
cars[a96],263.044,273.047,283.431,294.21,305.397,317.263,328.488,340.623,355.048,369.103,382.19,397.135,412.166,425.912,443.574,460.444,477.954,496.131,514.999,534.584,554.914,576.017,597.923,620.662,644.266,668.768,694.201,720.601,748.005,776.452,805.98
cars[a97],101.822,105.694,109.714,113.886,118.217,122.81,127.155,131.852,137.436,142.877,147.943,153.728,159.546,164.867,171.704,178.234,185.012,192.048,199.352,206.933,214.803,222.972,231.451,240.253,249.39,258.874,268.719,278.939,289.547,300.558,311.988
cars[a98],93.1953,96.7395,100.418,104.237,108.201,112.405,116.382,120.681,125.792,130.771,135.408,140.703,146.028,150.899,157.156,163.133,169.337,175.777,182.462,189.401,196.604,204.08,211.842,219.898,228.261,236.941,245.952,255.306,265.015,275.093,285.555
cars[a99],263.08,273.085,283.47,294.25,305.439,317.306,328.532,340.67,355.096,369.153,382.242,397.189,412.222,425.97,443.635,460.506,478.019,496.198,515.068,534.657,554.989,576.096,598.005,620.747,644.354,668.858,694.295,720.699,748.107,776.557,806.09
cars[a100],25.4934,26.4629,27.4693,28.514,29.5982,30.7482,31.836,33.0122,34.4102,35.7723,37.0407,38.4891,39.9458,41.2781,42.9899,44.6248,46.3219,48.0835,49.9121,51.8103,53.7806,55.8259,57.9489,60.1527,62.4403,64.8149,67.2798,69.8385,72.4944,75.2514,78.1132
cars[a101],305.472,317.089,329.148,341.665,354.656,368.436,381.471,395.564,412.316,428.638,443.836,461.191,478.646,494.61,515.121,534.711,555.046,576.154,598.065,620.81,644.419,668.926,694.365,720.772,748.183,776.636,806.172,836.831,868.655,901.69,935.981
cars[a102],254.529,264.209,274.257,284.687,295.512,306.993,317.854,329.597,343.555,357.155,369.819,384.28,398.824,412.125,429.216,445.539,462.483,480.071,498.328,517.279,536.952,557.372,578.569,600.572,623.411,647.12,671.729,697.275,723.793,751.318,779.891
cars[a103],76.5461,79.4571,82.4789,85.6155,88.871,92.324,95.5903,99.1218,103.319,107.409,111.218,115.567,119.941,123.941,129.081,133.99,139.085,144.375,149.865,155.565,161.481,167.622,173.996,180.613,187.482,194.612,202.013,209.696,217.67,225.948,234.541
cars[a104],288.457,299.427,310.814,322.634,334.902,347.915,360.223,373.531,389.35,404.763,419.114,435.503,451.986,467.06,486.429,504.928,524.13,544.063,564.753,586.231,608.525,631.667,655.69,680.626,706.51,733.378,761.269,790.219,820.271,851.466,883.848
cars[a105],237.563,246.598,255.976,265.711,275.814,286.531,296.668,307.628,320.655,333.349,345.168,358.665,372.24,384.655,400.606,415.841,431.656,448.071,465.112,482.8,501.161,520.22,540.004,560.54,581.857,603.985,626.955,650.798,675.547,701.239,727.907
cars[a106],42.4489,44.0632,45.7389,47.4784,49.2837,51.1985,53.0099,54.9683,57.2961,59.5642,61.6762,64.0879,66.5135,68.7318,71.5821,74.3043,77.1301,80.0634,83.1082,86.2688,89.5496,92.9551,96.4902,100.16,103.969,107.923,112.027,116.287,120.71,125.3,130.066
cars[a107],254.523,264.202,274.25,284.679,295.504,306.986,317.846,329.589,343.546,357.146,369.809,384.27,398.814,412.115,429.205,445.528,462.471,480.059,498.315,517.266,536.938,557.357,578.554,600.556,623.395,647.103,671.712,697.257,723.774,751.299,779.871
cars[a108],84.8643,88.0917,91.4419,94.9194,98.5286,102.357,105.978,109.893,114.547,119.082,123.304,128.125,132.975,137.41,143.108,148.55,154.2,160.064,166.151,172.47,179.029,185.837,192.905,200.241,207.856,215.761,223.966,232.483,241.325,250.502,260.029
cars[a109],254.543,264.223,274.271,284.702,295.527,307.01,317.871,329.615,343.573,357.174,369.838,384.3,398.845,412.147,429.239,445.563,462.507,480.096,498.354,517.307,536.98,557.401,578.599,600.603,623.444,647.154,671.765,697.312,723.831,751.358,779.932
cars[a110],161.221,167.352,173.717,180.323,187.18,194.453,201.332,208.77,217.611,226.225,234.247,243.406,252.619,261.044,271.87,282.209,292.941,304.082,315.646,327.65,340.11,353.045,366.471,380.408,394.875,409.892,425.48,441.661,458.457,475.892,493.99
cars[a111],84.8612,88.0884,91.4384,94.9158,98.5249,102.353,105.974,109.889,114.543,119.077,123.299,128.121,132.97,137.404,143.103,148.545,154.194,160.058,166.145,172.463,179.022,185.83,192.897,200.233,207.848,215.753,223.958,232.475,241.316,250.493,260.019
cars[a112],8.69565,9.02635,9.36962,9.72594,10.0958,10.488,10.8591,11.2603,11.7371,12.2017,12.6344,13.1284,13.6253,14.0797,14.6636,15.2212,15.8001,16.401,17.0247,17.6722,18.3442,19.0419,19.766,20.5177,21.298,22.108,22.9487,23.8215,24.7274,25.6678,26.6439
cars[a113],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a114],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a115],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a116],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a117],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a118],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a119],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a120],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a121],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a122],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a123],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
cars[a124],140,145.324,150.851,156.588,162.542,168.857,174.831,181.29,188.967,196.448,203.413,211.367,219.367,226.683,236.084,245.062,254.382,264.056,274.098,284.522,295.342,306.574,318.233,330.335,342.898,355.938,369.475,383.526,398.111,413.251,428.967
total CO2 i per year WW[a1],751.757,811.333,872.321,943.566,1010,1078.71,1147.37,1220.78,1300.05,1377.2,1453.4,1537.03,1623.87,1703.44,1847.44,1919.83,2021.97,2070.43,2185.38,2293.2,2417.76,2549.14,2682.8,2824.74,2963.73,3107.74,3246.18,3378.92,3500.07,3610.11,3754.5
total CO2 i per year WW[a2],802.804,837.409,876.032,914.482,954.87,993.673,1032.9,1078.17,1115.98,1145.97,1174.61,1203.74,1234.68,1259.51,1301.32,1321.98,1344.43,1370.9,1388.15,1405.26,1434.32,1463.45,1489.51,1516.65,1537.61,1557.67,1570.83,1577.76,1576.5,1567.81,1574.31
total CO2 i per year WW[a3],8.08597,8.73465,9.38125,10.0406,10.7408,11.4731,12.2179,13.0202,13.8772,14.6764,15.6824,16.6482,17.6226,18.4948,20.0909,20.876,21.9808,23.1307,24.3113,25.5928,27.0476,28.5823,30.1489,31.8164,33.4582,35.1674,36.8286,38.4544,40.001,41.4525,43.3224
total CO2 i per year WW[a4],54314,59353.8,63913,67753.5,71996.1,75596.1,78533,82017.8,85910.5,89550.3,93959.6,99010.9,103498,104785,105764,106599,107614,108090,108875,110281,111205,112108,112751,113453,113693,113868,113550,112807,111517,109752,109064
total CO2 i per year WW[a5],7999.79,8678.85,9302.71,9772.91,10245.1,10784.8,11191.2,11653.4,12176.6,12660.5,13080.2,13552.7,14067.7,14390.4,15116.5,15831.9,16577.4,17192,17700.5,18347.6,19105.8,19898.5,20504.6,20658.5,20725.7,20769.8,20726.3,20607,20390.1,20087.9,19985.7
total CO2 i per year WW[a6],19696.8,21180.7,22403.3,23390.9,24669,26161.7,27469.3,28970.1,30528.7,32056,33526.1,35151.3,36732,38149.5,39897.6,41251.5,42738.2,44238.3,45730.1,47346.6,49242.2,51215.2,53162.9,55210.2,57130.2,59088.2,60873.3,62476.1,63824.8,64916.8,66619.5
total CO2 i per year WW[a7],29494,31975.2,34099.3,35619.4,37368.7,38779.1,40024.5,42370.5,44845.1,47281.4,49579.5,52156.4,54797,57138.1,58464.5,58578.4,58408.2,58571.9,58645.5,58830.8,59323.6,59818.2,60181.5,60581.6,60738.5,60863.7,60729.1,60369.6,59717.6,58810.7,58487.9
total CO2 i per year WW[a8],78534.3,82196.8,85701.4,87926.4,90272,92112.2,93048.9,95418.8,97313.3,98830,100307,101896,103622,104853,105587,106176,106824,107240,106153,107990,108828,109657,110215,110837,111016,111135,110781,110020,108735,106998,106319
total CO2 i per year WW[a9],31325.8,32785.2,34138.5,34834,35610.7,36250.7,36445.2,36521.2,37272.4,37955.5,38642.8,39397.1,40184.6,40745.8,40986.3,41551.9,41780,41875.8,41902.6,42009.6,42335.2,42662,42894.2,43152.4,43240.1,43303.9,43184.3,42906.3,42424.3,41765.1,41513.7
total CO2 i per year WW[a10],19465.5,20397.6,21289.3,21871.9,22586.5,23204.3,23560.8,23842.4,24083.4,24197.4,24406.6,24811.1,24966.7,24954.9,24706.8,24582.9,24317.8,24222.5,24052.8,23892.2,23980.6,24095.4,24146.4,24223.4,24232.9,24229.2,24122.2,23918,23600.6,23187.6,23032.6
total CO2 i per year WW[a11],40422.2,42322.1,44134.9,45130.7,46417.6,47414.1,47875.1,48216.2,48502.2,48436.5,48494,48753.5,49154.2,49181.8,48928.4,48894.9,48374.7,48135.9,47726.5,47440.5,47665.8,47936,48076.2,48268.2,48332.1,48373.3,48209.9,47852.8,47270,46504.1,46209.9
total CO2 i per year WW[a12],26293.2,28662.6,31160.3,33652.1,36364.3,38656.8,40734.3,43119.4,45647.3,48144.7,50559.1,51991.4,52978.7,53653,54012.9,53962.5,55040.7,55232.5,55316.7,55502.1,55969.4,56435.6,56781,57163,57315.5,57438.8,57318.7,56988.4,56385.5,55547,55260.6
total CO2 i per year WW[a13],18880.4,20327.3,21370,22291.3,23237.7,24005.2,24592.3,25214.8,26002.7,26655.1,27219.4,27989.3,29404.8,30695.8,32019.1,33275.3,34423,35927.8,37102.8,38351.3,39886,41483.7,43061.1,44723,46261.6,47827.4,49246.5,50522.2,51578.5,52421,53773.5
total CO2 i per year WW[a14],42419.5,46155.4,49215.7,51012.4,53244,56764.7,59896.1,63405,67052.9,70519.9,73835.4,77622.4,81611.4,85043.8,87759.2,88319.1,88338.6,89089,89222.7,89489,90211.5,90939.3,91470.3,92060.4,92288.4,92471,92264.5,91721.3,90743.7,89391.6,88926.5
total CO2 i per year WW[a15],29954.4,31298.8,32482.8,33407.1,34368.7,35187,35660.1,36024.5,36361.2,36477.1,36689.6,37064.2,37582,37911,37654.5,37602.8,37261.7,37173.8,37028.9,36891,37096.8,37332.2,37468.6,37644.6,37711.5,37764.4,37657,37409.2,36990.8,36429.3,36232.5
total CO2 i per year WW[a16],41756.4,45048.4,47982.7,50470.1,52337.3,53846.3,54901.5,56026.1,57311.7,58378.5,59337,60535.1,61822.3,61733.7,61412.6,61625.2,61483.3,61368.1,61193.2,61090.5,61494.9,61934.2,62226.1,62575.3,62735.3,62873.8,62745.2,62384.4,61743.2,60870.4,60591.1
total CO2 i per year WW[a17],77976.1,83494.8,88809.7,93736.7,98881,103497,107384,111527,116208,120524,124594,129422,133617,135520,137269,139128,140853,143003,144444,145500,147689,149120,149093,149536,149997,150393,150162,149402,147993,146044,145432
total CO2 i per year WW[a18],14214.3,15466.1,16753.2,18213.2,19656.9,20851.1,21963.4,23190.4,24485.5,25792.5,27052.1,28476.2,29971.6,31278.2,32683.6,33865.4,35418.3,36676.4,37846.2,39031.4,39411.7,39779.3,40037.7,40324.2,40450.9,40558.1,40496.2,40288.6,39892.1,39332.6,39161.8
total CO2 i per year WW[a19],47028,51172,53744.3,54389.7,55712.1,56754.5,57237.1,57516.1,57703.2,57384.2,57259.2,57532.4,58638.6,59416.8,59966.3,60443.5,60947.9,61171.8,61650.7,61932.1,62431.6,62926.8,63281.6,63675,63815.4,63922.5,63758.9,63362.7,62664.7,61700.2,61337.4
total CO2 i per year WW[a20],21878.6,23367,24669.3,25540.2,26490.3,27154.8,27301.3,27458.4,27694.4,27827.7,28031.8,28353.9,28739,28877.2,28936.6,28938.2,28798.3,28650.8,28461.1,28317.8,28449.8,28602.8,28671.6,28761.9,28772.2,28771.7,28649.3,28419,28070,27615.3,27425.8
total CO2 i per year WW[a21],54697.5,58450.5,61735.1,64646,67780.7,70513.3,72715.3,75112.2,77830.9,80220.2,82362.3,84934.4,87639.4,89488.5,91460.5,93403.5,95017.8,96799.4,98211.1,99316.5,101227,103127,104651,106078,106953,106845,106146,104890,102935,100450,99023.7
total CO2 i per year WW[a22],36577.6,39441.8,41651.7,42873.6,44410.9,46539.3,48762.9,51216.6,53837.3,56440.4,58957.2,61774.7,64721.3,67334.9,70218.7,73071.2,76158.1,79290.9,82472.3,85932.7,89452.1,93841.8,96797.3,100545,104025,107585,110825,113754,116201,118186,121304
total CO2 i per year WW[a23],63611.5,67930.4,71051,72984.5,75172.8,76595.7,79127.6,82927,86895.2,90716.1,94431.3,98576.3,102901,106753,110961,115059,119321,123652,127963,132358,137514,142845,147788,153179,158268,163460,168243,172609,176325,179432,184022
total CO2 i per year WW[a24],42154.6,45107.2,47689.9,49640.3,51762.8,53465.9,54749.7,56073.8,57703,58936.4,59945.3,61286,62796.7,63559.9,64364.3,65227,65729.2,67118.1,69332.8,71666.9,74453.3,77336.2,80175,83160,85956.9,88800.3,91389.6,93733.7,95697.5,97274.6,99718.1
total CO2 i per year WW[a25],48476.6,51936.4,54956.3,57487.6,60298,62660,64554.1,66539.1,68815.4,70731.2,72454.7,74606.1,76932.5,78436.9,80052.4,81694,82942.2,84577.7,86199.8,88421.5,90485.4,92093.4,93338.7,94904.9,95962.6,96737.3,97118.8,96697.7,95602.8,93990.7,93177.9
total CO2 i per year WW[a26],43216.6,46184,49111.6,51624.9,54335.2,56741.4,58697.7,60842.7,63204.1,65244.3,67119.1,69413.3,71800.3,73517.6,75331.2,76767.6,77643.6,78180.8,78573.8,78707.5,79653.3,80621.6,80918.4,80449.3,79985.6,80033.1,79735.8,79123.9,78160.5,76902.7,76349.7
total CO2 i per year WW[a27],34317.1,36368.9,38153.7,39846.7,41678.4,43313,44705.8,46226.7,47918.4,49501.2,51054.5,52799.8,54613.9,56161.2,57797,59449.2,61026.6,62859.7,64699.7,66771.4,69007.5,70927.1,72162.4,73696.4,75192.6,76495.4,77497.8,78221.9,78599.5,78606.7,78992.9
total CO2 i per year WW[a28],24440.3,26003.8,27544.4,29064.8,30706.6,32246.6,33567,34976.3,36510.2,38035.7,39526.7,41202.8,42972.6,44496.8,46136.2,47797,49244.8,50678.9,51964,53369.3,55079.6,56826.7,58485.8,60188.3,61727,63256.1,64555.8,65631.5,66410.5,66900,67882.8
total CO2 i per year WW[a29],36347.3,38530.8,40670.1,42735,44940,46915.3,48625.2,50443.8,52461.5,54411.1,56387.9,58450.1,60566.1,62267.6,64089.9,65894,67668.3,69581.9,71452.2,73381.1,75686.3,78063.7,80348.5,82694,84857.5,87013.7,88916.3,90564.9,91866.6,92849.9,94440.6
total CO2 i per year WW[a30],15860.2,16855.5,17816.7,18767.3,19783.2,20798.5,21688.9,22636.4,23655.5,24545.9,25335.3,26233,27196.6,27977.2,28806.6,29616.6,30410.3,31264.4,32094.7,32949,33988.9,35054.3,36059.9,37090.1,38016.1,38930.6,39699.3,40327.7,40770.6,41031.5,41588
total CO2 i per year WW[a31],26491.3,28270,30021.5,31763.5,33628.9,35360.2,36843.5,38436.1,40171.2,41864.5,43487.6,45205.9,46845.9,48201.9,49651.1,51042.2,52408.9,53866.6,55270.2,56726.1,58516.2,60349.2,62070.8,63834.3,65401.6,66940.3,68213.2,68687.6,68651.3,68349.3,68042.7
